"","properties.addl_addr","properties.architect","properties.const_date","properties.geo_addr","properties.name","properties.no_cbd","properties.nom_des","properties.num1_edit","properties.num2_edit","properties.num_orig","properties.objectid","properties.staff","properties.str_orig","properties.street","type","lat","lon","datetime"
"527","","","","1600 O.C. Haley Boulevard","","New Orelans","Designated",1600,1604,"1600-04",204,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9403070142705,-90.0796318445224,NA
"528","","","","1614 O.C. Haley Boulevard","","New Orleans","Designated",1614,0,"1614",205,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9400339219925,-90.0798260612673,NA
"529","","","","1618 O.C. Haley Boulevard","","New Orleans","Designated",1618,1620,"1618-20",206,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9399504725838,-90.0798836087114,NA
"530","","","","1626 O.C. Haley Boulevard","","New Orleans","Designated",1626,1628,"1626-28",207,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9398769243953,-90.0799361570559,NA
"531","","","","1630 O.C. Haley Boulevard","","New Orleans","Designated",1630,1632,"1630-32",208,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9397631694978,-90.0800158773444,NA
"532","","","","1631 O.C. Haley Boulevard","","New Orleans","Designated",1631,1633,"1631-33",209,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9399103985165,-90.0803366245765,NA
"533","1819-33 Polymnia; 1727 Baronne Street","","","1712 O.C. Haley Boulevard","Venus Gardens","New Orleans","Designated",1712,1724,"1712-24",210,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9393474942141,-90.0803435184376,NA
"534","","","","2016 O.C. Haley Boulevard","Franz Building","New Orleans","Designated",2016,2030,"2016-30",211,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9377665409469,-90.0816828371932,NA
"535","","","","2100 O.C. Haley Boulevard","","New Orleans","Designated",2100,0,"2100",212,"KAF","O.C. Haley Boulevard","O.C. Haley Boulevard","Feature",29.9374698575056,-90.0821535185872,NA
"536","","Thomas Sully","1887","1539 Octavia Street","Onoratto House","New Orleans","Designated",1539,1541,"1539-41",213,"KAF","Octavia Street","Octavia Street","Feature",29.9280765161721,-90.1139075067505,1887-01-01T01:01
"537","533 Baronne Street","Stone Brothers","1906","530 O'Keefe Street","Civic Theater","CBD","Designated",530,0,"0530",214,"KAF","O'Keefe Street","O'Keefe Street","Feature",29.9495887186925,-90.0743506694085,1906-01-01T01:01
"538","","","","340 S Olympia Street","","New Orleans","Nominated",340,0,"0340",215,"KAF","Olympia Street (South)","S Olympia Street","Feature",29.9756066087153,-90.1079896709783,NA
"539","1531-39 Religious Street","","","601 Orange Street","Thomain-Baird Residence","New Orleans","Designated",601,0,"0601",216,"KAF","Orange Street","Orange Street","Feature",29.9322656539352,-90.0670711303913,NA
"540","","Unknown","1845","623 Orange Street","Richardson House","New Orleans","Designated",623,0,"0623",217,"KAF","Orange Street","Orange Street","Feature",29.9323347553418,-90.0674213907483,1845-01-01T01:01
"541","","Unknown","1860-61","1821 Orleans Avenue","Knights of Peter Claver Hall","New Orleans","Designated",1821,0,"1821",218,"KAF","Orleans Avenue","Orleans Avenue","Feature",29.9656928758652,-90.0745399216735,1860-01-01T01:01
"542","","Jack Corgan","1950","2101 Orleans Avenue","Carver Theater","New Orleans","Designated",2101,0,"2101",219,"KAF","Orleans Avenue","Orleans Avenue","Feature",29.9671027556664,-90.0766607699122,1950-01-01T01:01
"543","","H. Jordan Mackenzie","1910","4437 Painters Street","Bayhi-Jones House","New Orleans","Designated",4437,0,"4437",220,"KAF","Painters Street","Painters Street","Feature",30.0038923315227,-90.0519747043929,1910-01-01T01:01
"544","2 Palm Terrace","Eilliam E. Spink","1925","4111 St Charles Avenue","Palm Terrace","New Orleans","Designated",4111,0,"0002, 4-12",221,"KAF","Palm Terrace","St Charles Avenue","Feature",29.9269466643878,-90.0990748480393,1925-01-01T01:01
"545","","Eilliam E. Spink","1925","4 Palm Terrace","Palm Terrace","New Orleans","Designated",4,0,"0002, 4-12",222,"KAF","Palm Terrace","Palm Terrace","Feature",29.9271137113067,-90.0990966996353,1925-01-01T01:01
"546","","Eilliam E. Spink","1925","6 Palm Terrace","Palm Terrace","New Orleans","Designated",6,0,"0002, 4-12",223,"KAF","Palm Terrace","Palm Terrace","Feature",29.9272480258353,-90.0991087631154,1925-01-01T01:01
"547","","Eilliam E. Spink","1925","8 Palm Terrace","Palm Terrace","New Orleans","Designated",8,0,"0002, 4-12",224,"KAF","Palm Terrace","Palm Terrace","Feature",29.9273844699256,-90.0991209008768,1925-01-01T01:01
"548","","Eilliam E. Spink","1925","10 Palm Terrace","Palm Terrace","New Orleans","Designated",10,0,"0002, 4-12",225,"KAF","Palm Terrace","Palm Terrace","Feature",29.9275161680138,-90.0991325486792,1925-01-01T01:01
"549","","Eilliam E. Spink","1925","12 Palm Terrace","Palm Terrace","New Orleans","Designated",12,0,"0002, 4-12",226,"KAF","Palm Terrace","Palm Terrace","Feature",29.9276581457529,-90.0990816419367,1925-01-01T01:01
"550","","Emile Weil","1908-09","1640 Palmer Avenue","Newberger-Levine House","New Orleans","Designated",1640,0,"1640",227,"KAF","Palmer Avenue","Palmer Avenue","Feature",29.9332209669574,-90.1195699402118,1908-01-01T01:01
"551","","Unknown","1873","2108 Palmer Avenue","Hart Shraberg House","New Orleans","Designated",2108,0,"2108",228,"KAF","Palmer Avenue","Palmer Avenue","Feature",29.9372722289924,-90.1176086579311,1873-01-01T01:01
"552","","Unknown","1897","2115 Palmer Avenue","Fonaris-Rinker House","New Orleans","Designated",2115,0,"2115",229,"KAF","Palmer Avenue","Palmer Avenue","Feature",29.9371721805005,-90.1169995822678,1897-01-01T01:01
"553","","Unknown","1895","501 Patterson Street","Commercial Germania Trust & Savings Bank","New Orleans","Designated",501,0,"0501",230,"KAF","Patterson Street","Patterson Street","Feature",29.9549315147688,-90.0512616763954,1895-01-01T01:01
"554","","Unknown","1895","228 Pelican Avenue","Martin Behrman House","New Orleans","Designated",228,0,"0228",231,"KAF","Pelican Avenue","Pelican Avenue","Feature",29.9517367507038,-90.0536805272753,1895-01-01T01:01
"555","","Unknown","1848","705 Pelican Avenue","Valette-Barrett House","New Orleans","Designated",705,0,"0705",232,"KAF","Pelican Avenue","Pelican Avenue","Feature",29.9530529531799,-90.048765727897,1848-01-01T01:01
"556","401-15 Carondelet Street","Lewis Reynolds","1858","802 Perdido Street","Factor's Row","CBD","Designated",802,822,"0802-22",233,"KAF","Perdido Street","Perdido Street","Feature",29.9507261114739,-90.0717822544557,1858-01-01T01:01
"557","","Henry Thiberge","1869","828 Perdido Street","Santini-Providence Building","CBD","Designated",828,830,"0828-30",234,"KAF","Perdido Street","Perdido Street","Feature",29.9508541627565,-90.0723449575047,1869-01-01T01:01
"558","","","","4823 Perrier Street","","New Orleans","Nominated",4823,0,"4823",235,"KAF","Perrier Street","Perrier Street","Feature",29.9240935401064,-90.1070409116347,NA
"559","220 Julia Street, 801-839 Fulton Street","Henry Howard","1850","800 S Peters Street","Hale-Montgomery-Church Warehouse","CBD","Designated",800,844,"0800-44",236,"KAF","Peters Street (South)","S Peters Street","Feature",29.9444354434478,-90.0656800561163,1850-01-01T01:01
"560","337 Market Street","","","1600 S Peters Street","Market Street Power Plant","New Orelans","Designated",1600,0,"1600",237,"KAF","Peters Street (South)","S Peters Street","Feature",29.9303883951329,-90.0646802886336,NA
"561","401 Celeste Street","","","1743 S Peters Street","","New Orleans","Designated",1743,0,"1743",238,"KAF","Peters Street (South)","S Peters Street","Feature",29.9277810064127,-90.0657381583455,NA
"562","","William Burk","1915","1924 Phillip Street","NOPL Dryades Street Branch","New Orelans","Designated",1924,0,"1924",239,"KAF","Phillip Street","Phillip Street","Feature",29.9360717802875,-90.0844226756668,1915-01-01T01:01
"563","1731 Baronne Street","","","1801 Polymnia Street","Polymnia Street Sub Station","New Orleans","Designated",1801,0,"1801",240,"KAF","Polymnia Street","Polymnia Street","Feature",29.9385050578972,-90.0795960167232,NA
"564","1712-24 O.C. Haley Blvd; 1725 Baronne Street","","","1819 Polymnia Street","Venus Gardens","New Orleans","Designated",1819,1833,"1819-33",241,"KAF","Polymnia Street","Polymnia Street","Feature",29.938677409839,-90.0799185344507,NA
"565","","P. Thornton Marye & Sam Stone","1917","820 Poydras Street","South Central Bell (Drury Inn )","CBD","Designated",820,0,"0820",242,"KAF","Poydras Street","Poydras Street","Feature",29.9497572183346,-90.0723294687925,1917-01-01T01:01
"566","","Sam Stone of Stone Brothers New Orleans","1894","1009 Poydras Street","Maylie's Restaurant","CBD","Designated",1009,0,"1009",243,"KAF","Poydras Street","Poydras Street","Feature",29.9506546765664,-90.0744528808203,1894-01-01T01:01
"567","","James Calrow","1858","2127 Prytania Street","Harris-Maginnis House","New Orleans","Designated",2127,0,"2127",244,"KAF","Prytania Street","Prytania Street","Feature",29.9332986064432,-90.0793150057126,1858-01-01T01:01
"568","","","","4926 Prytania Street","McKenzies Pastry Shoppe #2","New Orleans","Nominated",4926,0,"4926",245,"KAF","Prytania Street","Prytania Street","Feature",29.924366842904,-90.1085015062922,NA
"569","","Unknown","1840-53","510 Race Street","Millaudon-Cichino House","New Orleans","Designated",510,0,"0510",246,"KAF","Race Street","Race Street","Feature",29.9329610408866,-90.0663822481367,1840-01-01T01:01
"570","","Gurlie & Guillot","1827","401 N Rampart Street","Our Lady of Guadaloupe Church","New Orleans","Designated",401,411,"0401-11",247,"KAF","Rampart Street (North)","N Rampart Street","Feature",29.9583995954407,-90.0706042025971,1827-01-01T01:01
"571","","Unknown","1858","3523 N Rampart Street","Academy of the Holy Angels Asylum (1858)","New Orleans","Designated",3523,0,"3523",248,"KAF","Rampart Street (North)","N Rampart Street","Feature",29.9658411289191,-90.0394050478376,1858-01-01T01:01
"572","1130 Kerlerek","Unknown","1840","1433 N Rampart Street","Etoile Polaire Lodge #1","New Orleans","Designated",1433,0,"1433",249,"KAF","Rampart Street (North)","N Rampart Street","Feature",29.9667983023089,-90.0633894055551,1840-01-01T01:01
"573","","","","401 S Rampart Street","Eagle Saloon","CBD","Designated",401,403,"0401-03",250,"KAF","Rampart Street (South)","S Rampart Street","Feature",29.9517058878434,-90.074747313914,NA
"574","","","","413 S Rampart Street","Iroquois Theater","CBD","Designated",413,415,"0413-15",251,"KAF","Rampart Street (South)","S Rampart Street","Feature",29.9514786168253,-90.0748181488972,NA
"575","","","","427 S Rampart Street","Karnofsky Tailor Shop","CBD","Designated",427,431,"0427-31",252,"KAF","Rampart Street (South)","S Rampart Street","Feature",29.9512051606681,-90.0748945802296,NA
"576","","","","445 S Rampart Street","Little Gem Saloon","CBD","Designated",445,449,"0445-49",253,"KAF","Rampart Street (South)","S Rampart Street","Feature",29.9508655100308,-90.0750100051748,NA
"577","","","","518 S Rampart Street","Canal Commercial Bank","CBD","Designated",518,0,"0518",254,"KAF","Rampart Street (South)","S Rampart Street","Feature",29.9499433767284,-90.0750027766395,NA
"578","","","","1716 S Rampart Street","","New Orleans","Designated",1716,1722,"1716-22",255,"KAF","Rampart Street (South)","S Rampart Street","Feature",29.9398208216091,-90.0812524960917,NA
"579","","","","1700 S Rampart Street","","New Orleans","Designated",1700,1702,"1700-02",256,"KAF","Rampart Street (South)","S Rampart Street","Feature",29.9401207593671,-90.0810830462301,NA
"580","","","","1510 Religious Street","","New Orleans","Designated",1510,1512,"1510-12",257,"KAF","Religious Street","Religious Street","Feature",29.9327532404936,-90.0665238131338,NA
"581","","","","1525 Religious Street","","New Orleans","Designated",1525,0,"1525",258,"KAF","Religious Street","Religious Street","Feature",29.9325685753132,-90.0668852043744,NA
"582","601 Orange Street","Unknown","1810-13","1531 Religious Street","Thomain-Baird Residence","New Orleans","Designated",1531,1539,"1531-39",259,"KAF","Religious Street","Religious Street","Feature",29.9323328024599,-90.066920527711,1810-01-01T01:01
"583","","Unknown","1849","218 N Roman Street","St. James A.M.E. Church","New Orleans","Designated",218,0,"0218",260,"KAF","Roman Street (North)","N Roman Street","Feature",29.9615403665692,-90.0783717465702,1849-01-01T01:01
"584","","William Freret","1860","1703 Second Street","Freret-Carruth House","New Orleans","Designated",1703,0,"1703",261,"KAF","Second Street","Second Street","Feature",29.9333734980713,-90.0841709918322,1860-01-01T01:01
"585","","William Freret","1860","1707 Second Street","Freret Willeford House","New Orleans","Designated",1707,0,"1707",262,"KAF","Second Street","Second Street","Feature",29.9334454284034,-90.0842230997652,1860-01-01T01:01
"586","","William Freret","1860","1711 Second Street","Freret-Baskin-Glickman House","New Orleans","Designated",1711,0,"1711",263,"KAF","Second Street","Second Street","Feature",29.9335148670827,-90.0842695462227,1860-01-01T01:01
"587","","William Freret","1860","1715 Second Street","Freret-Garretson House","New Orleans","Designated",1715,0,"1715",264,"KAF","Second Street","Second Street","Feature",29.9335857984855,-90.0843247014949,1860-01-01T01:01
"588","","William Freret","1860","1719 Second Street","Freret-McCurley House","New Orleans","Designated",1719,0,"1719",265,"KAF","Second Street","Second Street","Feature",29.9336513667998,-90.0843732608838,1860-01-01T01:01
"589","","Unknown","1870","2203 Second Street","St. Francis de Sales Church","New Orelans","Designated",2203,0,"2203",266,"KAF","Second Street","Second Street","Feature",29.9375000475122,-90.0872456189229,1870-01-01T01:01
"590","","Unknown","1835","436 Seventh Street","Grigson-Sanders House","New Orleans","Designated",436,0,"0436",267,"KAF","Seventh Street","Seventh Street","Feature",29.9205122979312,-90.0814532197198,1835-01-01T01:01
"591","2000 S Carrollton Avenue","","","8119 Spruce Street","","New Orleans","Nominated",8119,0,"8119",268,"KAF","Spruce Street","Spruce Street","Feature",29.9533429226508,-90.1239582716683,NA
"592","","Unknown","1867","1722 St. Andrew Street","Schiller-Ellicott House","New Orleans","Designated",1722,0,"1722",269,"KAF","St. Andrew Street","St. Andrew Street","Feature",29.9368583532529,-90.0803709876795,1867-01-01T01:01
"593","","Unknown","1867","1724 St. Andrew Street","Schiller-Frech House","New Orleans","Designated",1724,0,"1724",270,"KAF","St. Andrew Street","St. Andrew Street","Feature",29.9369137328513,-90.080417538449,1867-01-01T01:01
"594","","Henry Howard","1875","115 St. Charles Avenue","Pickwick Club","CBD","Designated",115,0,"0115",271,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9528256986765,-90.0695031836372,1875-01-01T01:01
"595","","Unknown","1839-44","119 St. Charles Avenue","Kolb's Restaurant","CBD","Designated",119,125,"0119-25",272,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9527304236581,-90.0695853895072,1839-01-01T01:01
"596","","Unknown","1845","121 St. Charles Avenue","Magoffin-Pratt-Mainegra Buildings","CBD","Designated",121,125,"0121-125",273,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9526831204464,-90.069610341019,1845-01-01T01:01
"597","","Unknown","1851","301 St. Charles Avenue","Touro Row","CBD","Designated",301,311,"0301-11",274,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9514476836771,-90.0701614179041,1851-01-01T01:01
"598","","","","333 St. Charles Avenue","Masonic Temple Building","CBD","Designated",333,0,"0333",275,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9506981731263,-90.0703910591165,NA
"599","","Emile Weil","1917","1137 St. Charles Avenue","","New Orleans","Nominated",1137,0,"1137",276,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9416410514323,-90.0738733446641,1917-01-01T01:01
"600","","James Campbell, Builder","1845","1401 St. Charles Avenue","Lallonde-Fortier House","New Orleans","Designated",1401,0,"1401",277,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9398298552564,-90.075210566936,1845-01-01T01:01
"601","1601 MLK Boulevard","","","1433 St. Charles Avenue","St. Charles Tavern","New Orleans","Designated",1433,0,"1433",278,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9392914262281,-90.0756086882072,NA
"602","","Unknown, Addition:Weiss & Dreyfous","1923; 1925","1901 St. Charles Avenue","OK Public Storage","New Orleans","Designated",1901,0,"1901",279,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9358009685756,-90.0785123996854,1923-01-01T01:01
"603","","Unknown","1853","1912 St. Charles Avenue","Walker-Wynn House","New Orleans","Designated",1912,0,"1912",280,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9354029921091,-90.0783218907238,1853-01-01T01:01
"604","","Henry Howard","1860","2139 St. Charles Avenue","P.T. Philips Grocery","New Orleans","Designated",2139,2141,"2139-41",281,"KAF","St. Charles Avenue","St. Charles Avenue","Feature",29.9344314522479,-90.0796407008672,1860-01-01T01:01
"605","429-33 N. Villere Street","","","1534 St. Louis Street","Joe Victor's Saloon","New Orleans","Designated",1534,1536,"1534-36",282,"KAF","St. Louis Street","St. Louis Street","Feature",29.9611393410926,-90.0733938479678,NA
"606","","","","1725 St. Roch Avenue","St. Roch Shrine","New Orleans","Designated",1725,0,"1725",283,"KAF","St. Roch Avenue","St. Roch Avenue","Feature",29.975445441141,-90.0520183759486,NA
"607","","Bacccich & DeMontluzin","1912","4615 St. Roch Avenue","Gentilly Terrace Co./Collier House","New Orleans","Designated",4615,0,"4615",284,"KAF","St. Roch Avenue","St. Roch Avenue","Feature",30.0053245523855,-90.0548435927395,1912-01-01T01:01
"608","","Allison Owen, Diboll & Owen","1902","1237 State Street","Owen Lassus House","New Orleans","Designated",1237,0,"1237",285,"KAF","State Street","State Street","Feature",29.926355590376,-90.1195658435651,1902-01-01T01:01
"609","","Robert Spencer Soule","1901-02","1525 State Street","Glover House","New Orleans","Designated",1525,0,"1525",286,"KAF","State Street","State Street","Feature",29.9296728368418,-90.1182772654901,1901-01-01T01:01
"610","","Unknown","1830","701 Tchoupitoulas Street","Girod Simkin Buildings","CBD","Designated",701,703,"0701-03",287,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9463955822632,-90.0675038003994,1830-01-01T01:01
"611","","James Gallier, Jr.","1852","923 Tchoupitoulas Street","Leeds Foundry","CBD","Designated",923,0,"0923",288,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9428276567443,-90.0677653306809,1852-01-01T01:01
"612","","Unknown","1840-53","1501 Tchoupitoulas Street","Millaudon-Laux House","New Orleans","Designated",1501,0,"1501",289,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9328854436568,-90.066072978924,1840-01-01T01:01
"613","","Unknown","1840-53","1503 Tchoupitoulas Street","Millaudon-Alexander House","New Orleans","Designated",1503,0,"1503",290,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9328177245823,-90.0660667122925,1840-01-01T01:01
"614","","","","1744 Tchoupitoulas Street","","New Orleans","Designated",1744,1746,"1744-46",291,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9278454994068,-90.066908390419,NA
"615","","","","3901 Tchoupitoulas Street","","New Orelans","Nominated",3901,0,"3901",292,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9178162776379,-90.0942160113239,NA
"616","","","1853","3905 Tchoupitoulas Street","Lochbaum Residence","New Orleans","Nominated",3905,3907,"3905-07",293,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9177739268242,-90.0943067132938,1853-01-01T01:01
"617","","","","3987 Tchoupitoulas Street","","New Orleans","Nominated",3987,0,"3987",294,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9177555085591,-90.096285063209,NA
"618","","","","3989 Tchoupitoulas Street","","New Orleans","Nominated",3989,3991,"3989-91",295,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9176197634971,-90.0963955909364,NA
"619","","","","4109 Tchoupitoulas Street","","New Orleans","Designated",4109,0,"4109",296,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9176526084916,-90.0979390109261,NA
"620","","","","4113 Tchoupitoulas Street","","New Orleans","Nominated",4113,0,"4113",297,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.917639542999,-90.0980902900659,NA
"621","","","","4305 Tchoupitoulas Street","","New Orleans","Nominated",4305,4315,"4305-15",298,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9174740860189,-90.1000966474246,NA
"622","","","","4419 Tchoupitoulas Street","","New Orleans","Nominated",4419,0,"4419",299,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9173243764639,-90.1017912881394,NA
"623","","","","4431 Tchoupitoulas Street","","New Orleans","Nominated",4431,0,"4431",300,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9172834613594,-90.1020654665482,NA
"624","","William Fitzner","1880-81","4500 Tchoupitoulas Street","Lane Cotton Mills","New Orleans","Designated",4500,4610,"4500-4610",301,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9169050281853,-90.1023836409965,1880-01-01T01:01
"625","","","","4637 Tchoupitoulas Street","","New Orleans","Nominated",4637,4639,"4637-39",302,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9170990577795,-90.1044273725732,NA
"626","500 Valence Street","","","4701 Tchoupitoulas Street","Rosy's Jazz Club","New Orleans","Nominated",4701,4705,"4701-05",303,"KAF","Tchoupitoulas Street","Tchoupitoulas Street","Feature",29.9170567052384,-90.1048756543274,NA
"627","","","","1738 Terpsichore Street","Professor Longhair Residence","New Orleans","Designated",1738,1740,"1738-40",304,"KAF","Terpsichore Street","Terpsichore Street","Feature",29.9395090707865,-90.0782346334895,NA
"628","","Unknown","1952","3940 Thalia Street","Gem Theater","New Orleans","Designated",3940,0,"3940",305,"KAF","Thalia Street","Thalia Street","Feature",29.9522011351095,-90.0974665418561,1952-01-01T01:01
"629","","Unknown","1904","2216 Third Street","First African Baptist Church","New Orleans","Designated",2216,0,"2216",306,"KAF","Third Street","Third Street","Feature",29.9371431824204,-90.0883733407832,1904-01-01T01:01
"630","2410-12 Gov. Nicholls Street","Unknown","1860/1890","1125 N Tonti Street","Lafon Home/Odyssey House","New Orleans","Designated",1125,0,"1125",308,"KAF","Tonti Street (North)","N Tonti Street","Feature",29.9721169808893,-90.0762952373412,1860-01-01T01:01
"631","","AJF Lorber","1925-26","1 Trianon Plaza","Kelly House","New Orleans","Designated",1,0,"0001",309,"KAF","Trianon Plaza","Trianon Plaza","Feature",29.9539792649618,-90.113185043196,1925-01-01T01:01
"632","","Patrick Keely","1869","1802 Tulane Avenue","St. Joseph's Church","New Orleans","Designated",1802,0,"1802",310,"KAF","Tulane Avenue","Tulane Avenue","Feature",29.9573613646316,-90.0815696131329,1869-01-01T01:01
"633","","","","2401 Tulane Avenue","Dixie Brewery","New Orleans","Nominated",2401,0,"2401",311,"KAF","Tulane Avenue","Tulane Avenue","Feature",29.9606720784505,-90.0871038031734,NA
"634","123-25 Baronne Street","Toledano & Wogan","1908","118 University Place","Fairmont Hotel","CBD","Designated",118,140,"0118-40",312,"KAF","University Place","University Place","Feature",29.9544086830289,-90.0723241717069,1908-01-01T01:01
"635","","G. Albert Lansburgh with Sam Stone","1918","125 University Place","Orpheum Theater","CBD","Designated",125,129,"0125-29",313,"KAF","University Place","University Place","Feature",29.9543333472438,-90.0727325145261,1918-01-01T01:01
"636","","","1902","2101 Ursulines Avenue","St. Ann Shrine","New Orleans","Designated",2101,0,"2101",314,"KAF","Ursulines Avenue","Ursulines Avenue","Feature",29.9699543092343,-90.0741292171758,1902-01-01T01:01
"637","","Unknown","1870","1503 Valence Street","Tewell-Steeg House","New Orleans","Designated",1503,0,"1503",315,"KAF","Valence Street","Valence Street","Feature",29.9256264416884,-90.1051835100618,1870-01-01T01:01
"638","4701-05 Tchoupitoulas Street","","","500 Valence Street","Rosy's Jazz Club","New Orleans","Nominated",500,0,"0500",316,"KAF","Valence Street","Valence Street","Feature",29.9170567052384,-90.1048756543274,NA
"639","","","","932 Valence Street","","New Orleans","Nominated",932,934,"0932-34",317,"KAF","Valence Street","Valence Street","Feature",29.9212848693949,-90.1053616166486,NA
"640","4700 Camp Street","","1870","938 Valence Street","Benny's Bar","New Orleans","Designated",938,0,"938",318,"KAF","Valence Street","Valence Street","Feature",29.9214032188027,-90.1052235095805,1870-01-01T01:01
"641","","Robert Spencer Soule","1911","514 Walnut Street","Von Tresckow-Godoy House","New Orleans","Designated",514,0,"0514",319,"KAF","Walnut Street","Walnut Street","Feature",29.9347643236092,-90.1269012286069,1911-01-01T01:01
"642","","Unknown","1868","1006 Washington Avenue","McClellan-Schanzer House","New Orleans","Designated",1006,0,"1006",320,"KAF","Washington Avenue","Washington Avenue","Feature",29.9253657874236,-90.0821040935817,1868-01-01T01:01
"643","","Emile Weil","1926","3933 Washington Avenue","Tivoli Theater","New Orelans","Designated",3933,0,"3933",321,"KAF","Washington Avenue","Washington Avenue","Feature",29.9502313618103,-90.1001156038214,1926-01-01T01:01
"644","920 State Street","Charles Lewis Hillger","1870","919 Webster Street","German Protestant Orphan Asylum/Stables","New Orleans","Designated",919,0,"0919",322,"KAF","Webster Street","Webster Street","Feature",29.9239830638628,-90.1224645819605,1870-01-01T01:01
